LOCATION,Country,TIME,Business enterprise,Government,Higher Education,Private non-profit,Rest of the world,Not specified source,Basic research,Applied research,Experimental development,Not specified activities,Medical and health sciences
ALB,Albania,2007,293.09402,15068.61246,1282.00667,,2273.15668,,,,,,
ALB,Albania,2008,1218.54722,30201.12059,3202.33312,,2753.51278,,10278.21016,19958.36723,7138.93631,,
ARE,United Arab Emirates,2014,3157091.093,1092839.224,,,,,,,,,
ARG,Argentina,1996,,,,,,,447599.434,790068.7518,355212.3622,,
ARG,Argentina,1997,479053.7055,1153081.123,29224.56816,38536.31782,60454.74394,,454170.4183,876654.5283,429525.5119,,
ARG,Argentina,1998,489265.3229,1200106.992,41398.24021,27107.74448,53626.19016,,547074.3559,845972.5967,418457.5371,,266952.3532
ARG,Argentina,1999,504675.0963,1321419.817,53179.83352,29104.14958,50284.65633,,491570.6101,885314.707,581778.236,,283117.8529
ARG,Argentina,2000,447927.9653,1360442.374,48124.49214,36093.3691,31157.52376,,538648.8028,861838.0844,523258.837,,305559.676
ARG,Argentina,2001,378034.1964,1352788.194,43067.18693,23926.21496,22012.11776,,531800.0045,813650.8168,474377.0886,,259679.1864
ARG,Argentina,2002,339682.5192,1047161.533,50381.36509,52872.33549,17712.18897,45.89936,395230.663,711688.1085,400937.0693,,210764.8765
ARG,Argentina,2003,461029.3769,1157430.282,58401.16905,64159.75654,24337.44651,5.72538,452305.0425,828004.4967,485054.2177,,266001.168
ARG,Argentina,2004,598096.4677,1166019.278,110340.8565,53071.04546,19446.12966,24.85065,475243.8066,857844.3947,613910.4266,,293337.0578
ARG,Argentina,2005,704581.1007,1354243.432,129907.2563,67492.2333,15440.16911,12.04887,607726.6873,977627.131,686322.4218,,305948.7258
ARG,Argentina,2006,799003.5027,1710596.207,115654.9055,72729.17482,21613.67209,,763443.3579,1161757.979,794360.8395,,384788.2226
ARG,Argentina,2007,906512.9775,1998074.651,137509.5958,34395.03243,20046.63568,,907936.4117,1323035.935,865541.0338,,473852.7636
ARG,Argentina,2008,891665.414,2271198.588,146619.9165,32402.2533,20066.0546,19.2656,942861.5708,1485500.189,933590.467,19.2656,446340.4488
ARG,Argentina,2009,,,,,,,1078710.506,1337553.822,456892.5264,1098178.441,256359.4683
ARG,Argentina,2010,,,,,,,1294154.225,1390478.666,423364.1037,1150641.881,255025.2106
ARG,Argentina,2011,,,,,,,1380797.538,1645877.437,343907.1525,1284882.667,278674.8081
ARG,Argentina,2012,,,,,,,1676178.085,1836907.071,419045.0704,1333834.648,292843.7429
ARG,Argentina,2013,,,,,,,1685000.315,1977035.399,385029.1446,1293642.882,303387.9296
ARG,Argentina,2014,,,,,,,1718065.761,1953560.992,349604.2556,1008879.146,315794.4635
ARM,Armenia,1997,,7339.10784,,,216.8487,3239.80575,,,,,
ARM,Armenia,1998,,9957.24895,,,530.45005,3670.53073,,,,,
ARM,Armenia,1999,,8464.0726,,,924.1881,4671.50804,,,,,
ARM,Armenia,2000,,10481.49762,,,,3114.57312,,,,,
ARM,Armenia,2001,,12185.66235,,,323.45915,9806.84747,,,,,
ARM,Armenia,2002,,12781.08534,,,2593.47814,7768.32793,,,,,
ARM,Armenia,2003,,12441.05868,,,2986.43143,18797.06651,,,,,
ARM,Armenia,2004,,13294.57069,,,2351.88222,15396.61694,,,,,
ARM,Armenia,2005,,28380.71539,,,1732.6266,6516.52721,,,,,1144.307
ARM,Armenia,2006,,25637.42895,,,4047.94935,10226.36549,,,,,1223.56624
ARM,Armenia,2007,,20554.08526,,,4614.39583,15723.14932,,,,,957.20569
ARM,Armenia,2008,,26475.60188,,,843.30396,20062.94101,,,,,1538.65986
ARM,Armenia,2009,,29532.64741,,,2079.73934,21529.98255,,,,,1709.3748
ARM,Armenia,2010,,38552.22753,,,5314.611,1745.87047,,,,,1437.32595
ARM,Armenia,2011,,32422.51684,,,1827.94559,20298.74787,,,,,1137.92286
ARM,Armenia,2013,,34088.74163,,,1435.9838,15884.71358,,,,,1434.96789
ARM,Armenia,2014,,41871.52013,,,3011.03796,14053.02661,,,,,1719.29358
ARM,Armenia,2015,,46994.92719,,,1448.45995,15219.6841,,,,,1776.62271
AUS,Australia,1996,3318123.81,3070878.041,12295.38852,171743.1226,137880.2381,,1728998.463,2338620.45,2643310.084,,748763.1338
AUS,Australia,1998,3267470.77,3215745.437,12315.55532,194816.6907,174034.1911,,1836942.048,2206716.596,2820800.973,,871248.5664
AUS,Australia,2000,3817821.649,3624698.101,11238.78129,234103.0497,276535.1831,,2055703.07,2760917.482,3147699.758,,1025710.815
AUS,Australia,2002,5128508.257,4070587.883,17209.25708,303481.5075,353388.3531,,2330582.346,3416486.468,4138227.746,,1243032.121
AUS,Australia,2004,6380693.284,4705580.198,43317.47465,219733.7439,335051.8859,,2643552.794,4544261.386,4496566.797,,1656381.205
AUS,Australia,2006,9006479.697,5830872.644,22149.76661,281608.2867,368782.9309,,3345683.075,6008711.767,6155498.484,,2225446.165
AUS,Australia,2008,11844783.86,6619145.911,23122.59097,337846.7459,308030.7733,,3840378.399,7406801.422,7885817.671,,2901952.777
AUT,Austria,1996,1380545.133,1333313.368,,11968.37525,360441.6855,,,,,,
AUT,Austria,1997,1450886.081,1374029.097,,12303.55344,512962.7107,,,,,,
AUT,Austria,1998,1535568.215,1390658.188,,13207.49406,741165.5938,,641809.5133,1398797.035,1559318.97,80672.88935,
AUT,Austria,1999,1672518.633,1585691.618,,13648.57464,799767.5088,,,,,,
AUT,Austria,2000,1854693.881,1685676.943,,14567.38821,880980.1441,,,,,,
AUT,Austria,2001,1992974.674,1826193.779,,14771.86698,937687.7032,,,,,,
AUT,Austria,2002,2323441.843,1749540.174,,19438.82898,1113545.611,,910143.0656,1919818.581,2279859.791,96145.01938,
AUT,Austria,2003,2558408.916,1953171.653,,23616.60135,1135013.861,,,,,,
AUT,Austria,2004,2818703.616,1947675.968,24620.32797,28694.30167,1157531.158,,1044268.313,2171216.203,2649968.46,111772.3949,
AUT,Austria,2005,3119206.657,2455158.463,,29537.19021,1233089.817,,,,,,
AUT,Austria,2006,3552906.597,2368657.473,38661.26157,31296.2709,1352069.101,,1237155.721,2549388.556,3424051.221,132995.2047,
AUT,Austria,2007,3846967.884,2551501.104,49098.18717,37172.17263,1415112.266,,1359707.141,2742280.528,3647793.779,150070.1666,
AUT,Austria,2008,4073586.416,3269255.077,,39359.84944,1451890.396,,,,,,
AUT,Austria,2009,4177083.815,3098978.636,59479.26716,50052.39131,1490366.051,,1657769.044,3028300.801,4012914.488,176975.8288,
AUT,Austria,2010,4329297.089,3670721.944,,52020.32278,1543634.38,,,,,,
AUT,Austria,2011,4595890.658,3559638.622,66317.92671,47194.16292,1685966.845,,1896298.176,3496768.001,4380729.972,181212.0658,
AUT,Austria,2012,5215191.336,4309246.75,,52061.82526,1838559.18,,,,,,
AUT,Austria,2013,5858828.02,4035264.114,70720.3508,57100.91642,1996844.4,,2268212.195,4273167.228,5278903.313,198475.0654,
AUT,Austria,2014,6001577.376,4603951.491,,58642.17331,2040098.567,,,,,,
AUT,Austria,2015,6172981.57,4801206.492,,60035.65206,2086135.269,,,,,,
AZE,Azerbaijan,2001,28101.77381,74816.75453,26.46741,5773.50483,,,,,,,
AZE,Azerbaijan,2002,23054.92321,79783.95313,34.35287,5354.30972,49.75244,,,,,,
AZE,Azerbaijan,2003,32743.63038,94517.67833,36.47109,5042.12815,,,,,,,
AZE,Azerbaijan,2004,31580.15258,102310.7423,35.13771,1788.77976,1843.37836,,,,,,
AZE,Azerbaijan,2005,24786.58694,102548.7863,27.86521,1740.61491,3218.43204,,,,,,7501.98781
AZE,Azerbaijan,2006,26175.15045,114136.772,,2791.83215,57.39384,,,,,,8967.67631
AZE,Azerbaijan,2007,37816.65383,139262.3592,,4820.42845,187.25975,,53906.64598,94927.85782,25053.16506,8199.03232,10655.3064
AZE,Azerbaijan,2008,50367.87904,146680.2642,,2918.98625,224.46787,,53701.45293,97722.1639,40231.27145,8536.70906,12110.71968
AZE,Azerbaijan,2009,82456.62188,247557.4773,,2722.80271,245.28067,,113794.1301,160937.45,47375.11951,10875.48293,16318.46703
AZE,Azerbaijan,2010,29703.65186,272642.8977,963.30945,5766.5283,69.64084,,143753.0264,109128.5326,51009.08464,5255.38451,12365.74783
AZE,Azerbaijan,2011,28799.60586,273344.5866,317.15305,2232.5577,,,166505.6294,94166.70881,43551.24612,470.31883,22977.64145
AZE,Azerbaijan,2012,31478.44357,289434.5387,557.14059,5014.26535,278.5703,,,,,,
AZE,Azerbaijan,2013,104237.4189,233133.152,2802.08115,1120.83246,560.41623,,173729.0315,75656.19115,11208.32462,81260.35346,21856.233
AZE,Azerbaijan,2014,107603.9602,238265.912,2846.66561,3131.33218,569.33312,,178485.9341,75436.63879,14517.99464,83976.63564,22488.65836
AZE,Azerbaijan,2015,122788.3483,250942.7683,1578.2564,6313.02562,,,196966.3993,77018.91254,19886.0307,87751.05609,31565.12809
BDI,Burundi,2007,,,,,,,,10510.24385,,714.79684,
BDI,Burundi,2008,,5530.09786,19.5532,,3687.0151,,,8594.00516,,642.661,
BDI,Burundi,2009,,,,,,,,8416.39767,,598.20547,
BDI,Burundi,2010,,,,,,,,8590.57709,,433.97037,
BEL,Belgium,1996,2719046.332,925700.2146,98734.75237,8847.36598,269194.8649,,,,,,
BEL,Belgium,1997,2951852.139,969520.2882,140448.8572,9129.2619,298250.2069,,,,,,
BEL,Belgium,1998,2998476.349,1085387.469,124973.5737,7430.33593,349570.6656,,,,,,
BEL,Belgium,1999,3281963.348,1165214.292,138956.6521,8998.78456,362761.2879,,,,,,
BEL,Belgium,2000,3439783.409,1263675.748,107783.8793,26912.93931,673164.3355,,,,,,
BEL,Belgium,2001,3824938.526,1328051.826,131406.7532,22218.2781,729443.4029,,,,,,
BEL,Belgium,2002,3536142.219,1380519.867,152759.6473,31699.3015,854148.6316,,,,,,
BEL,Belgium,2003,3559736.46,1390036.437,160789.2049,29879.06094,762228.4344,,,,,,
BEL,Belgium,2004,3658276.572,1484767.723,159034.0211,32925.98378,746670.8235,,,,,,
BEL,Belgium,2005,3715283.229,1534695.466,163458.1313,39555.36518,772201.4649,,,,,,
BEL,Belgium,2006,4135598.104,1516747.402,170337.9434,50554.89309,902451.5448,,,,,,
BEL,Belgium,2007,4433246.342,1599804.129,200035.4477,50092.65266,939218.491,,,,,,
BEL,Belgium,2008,4792934.921,1826368.607,229525.6881,43774.65569,965724.2716,,,,,,
BEL,Belgium,2009,4784545.86,2064148.059,261345.6889,60772.58921,984845.7189,,,,,,
BEL,Belgium,2010,5163318.464,2279572.468,279273.0757,50417.65217,1194215.742,,,,,,
BEL,Belgium,2011,5907963.712,2300005.65,281881.1147,59020.73659,1273092.915,,,,,,
BEL,Belgium,2012,6829685.32,2705410.412,107930.9166,46203.97817,1444552.429,,,,,,
BEL,Belgium,2013,7267497.933,2853983.795,121047.1818,48499.07752,1560490.069,,2361685.195,4583183.311,4901071.218,,
BFA,Burkina Faso,2001,,20560.75548,,,,,,,,,
BFA,Burkina Faso,2002,,38715.10984,,,,,,,,,
BFA,Burkina Faso,2003,,34086.83811,,,,,,,,,
BFA,Burkina Faso,2004,,32649.81549,,,,,,,,,
BFA,Burkina Faso,2005,,25814.83904,,,,,,,,,
BFA,Burkina Faso,2007,,14200.65393,,,4815.75532,625.26169,,,,,
BFA,Burkina Faso,2008,5869.35867,3678.08724,7825.64121,421.09497,15525.97089,2370.21583,,,,,
BFA,Burkina Faso,2009,4732.60147,3589.46054,4847.48749,503.49173,23641.08371,2348.08955,,,,,
BGR,Bulgaria,1996,144429.4034,84089.19449,9180.49993,967.74501,601.57122,,43103.8857,158762.4916,30000.09521,,
BGR,Bulgaria,1997,51761.23726,150626.2795,5339.98705,1929.72276,12652.35654,,39502.85534,124719.3122,45914.35295,,
BGR,Bulgaria,1998,58026.49342,171177.3853,6576.41295,487.21302,9453.47326,,72741.09704,119486.5869,42491.52321,,
BGR,Bulgaria,1999,58438.85862,178439.4083,8092.70606,628.37482,10415.78875,,80068.28172,130045.0261,45899.92463,,
BGR,Bulgaria,2000,63258.3992,179625.5152,2287.59375,684.22731,13787.08701,,72209.28557,136729.8698,50703.6671,,17679.91157
BGR,Bulgaria,2001,67691.5422,165493.6646,1707.9796,719.62393,14251.80024,,72490.83864,127665.6137,49708.15823,,18080.77669
BGR,Bulgaria,2002,70402.51923,197890.0986,682.44142,478.24635,14139.61294,,82082.83542,140389.4836,61120.5995,,23514.67428
BGR,Bulgaria,2003,82625.21375,206643.3223,1088.34767,517.41119,17806.08148,,115031.2115,144894.7578,48752.62288,,18758.83173
BGR,Bulgaria,2004,94352.98561,219820.9699,1018.32785,721.9617,18266.14804,,101980.9676,169219.8974,62979.52806,,19375.79801
BGR,Bulgaria,2005,97158.30345,223122.9416,1232.18623,948.86722,26476.07776,,107270.6128,174043.3714,67624.3921,,15014.23114
BGR,Bulgaria,2006,117287.5854,237060.1595,2580.37862,1424.38193,24882.22237,,100290.3922,200210.5421,82733.79357,,19516.13426
BGR,Bulgaria,2007,141885.7052,235490.8684,4308.37203,2116.15307,31590.16424,,104528.2251,202473.7081,108389.3297,,17426.69547
BGR,Bulgaria,2008,147250.6954,294164.9494,2074.72244,4447.52023,32900.43497,,116786.5099,249809.2724,114242.5402,,21483.55906
BGR,Bulgaria,2009,157639.1375,315372.1585,3834.7817,943.16853,43712.17835,,136525.4505,287020.7724,97955.20167,,76884.84554
BGR,Bulgaria,2010,103974.4122,269327.9743,3020.6362,591.99142,247061.6972,,101519.1278,445985.6125,76471.97104,,237931.7096
BGR,Bulgaria,2011,103706.6575,237510.0122,1220.9845,1121.13763,269167.1733,,108318.1562,444241.5157,60166.29327,,266554.0383
BGR,Bulgaria,2012,148732.5487,225673.8285,1221.10687,9109.2263,331438.138,,95649.04121,529901.202,90624.60503,,312733.2634
BGR,Bulgaria,2013,149820.9596,242798.3572,1020.03129,3556.1264,370671.7171,,95766.66069,566712.0166,105388.5143,,332842.2449
BGR,Bulgaria,2014,222418.3622,264064.1099,457.05081,4048.80862,508553.215,,114013.1276,717226.9769,168301.4419,,361599.3533
BHR,Bahrain,2014,13589.61893,25900.87599,13247.61021,1248.61199,7766.77301,672.4649,15780.68724,19041.63812,14464.42268,13139.20681,4324.5488
BIH,Bosnia and Herzegovina,2012,1133.8975,24458.54121,,42.49661,47971.50442,24953.3038,,,,,14052.21388
BIH,Bosnia and Herzegovina,2013,2295.83839,31816.89581,,1.75046,67658.94644,23743.83017,,,,,80.22944
BIH,Bosnia and Herzegovina,2014,24981.65602,52949.049,12588.9285,112.74656,12422.59511,,,,,,2942.7644
BIH,Bosnia and Herzegovina,2015,28423.60746,34048.04103,12741.21161,28.97706,15303.25715,,18558.35564,48230.86118,16527.07704,7228.80044,2218.19365
BLR,Belarus,1997,99353.94925,224244.8443,3039.3444,,12844.55632,,,,,,
BLR,Belarus,1998,85699.00763,248497.8077,3613.63944,25.35704,21815.4147,,,,,,
BLR,Belarus,1999,80908.22987,249907.4784,4172.22055,,117181.7905,,,,,,
BLR,Belarus,2000,99321.2968,261747.495,4739.99757,5.07019,52193.84405,,,,,,
BLR,Belarus,2001,106683.2474,288404.4142,4616.07948,,39762.19019,,,,,,
BLR,Belarus,2002,100325.9063,260142.7717,8858.16464,7.33732,41281.0055,,,,,,
BLR,Belarus,2003,93144.42048,304975.192,10460.63988,,32914.43548,,,,,,
BLR,Belarus,2004,105211.5597,361676.0141,12494.45055,,39524.77071,,,,,,
BLR,Belarus,2005,134456.7981,455177.2637,4241.54843,,39617.43979,,,,,,30851.6687
BLR,Belarus,2006,144462.2782,502081.7353,4937.11214,,47859.4062,,,,,,43197.39417
BLR,Belarus,2007,512613.4234,559073.9683,3144.65898,847.80686,59702.36497,,,,,,36684.04425
BLR,Belarus,2008,358880.2808,566216.644,3042.64844,840.86624,54272.14313,,,,,,46404.98633
BLR,Belarus,2009,247970.2709,538311.0469,,1114.37243,73059.58156,,,,,,51894.29813
BLR,Belarus,2010,274426.6416,594575.9656,,6101.26968,137458.3303,,,,,,56005.98055
BLR,Belarus,2011,504569.4786,500981.3918,,21.17178,96357.51773,,,,,,45280.07804
BLR,Belarus,2012,506786.5344,476874.3122,,,103333.6342,,,,,,39831.03687
BLR,Belarus,2013,493681.3236,544052.3857,,,89603.10145,,,,,,47981.69763
BLR,Belarus,2014,348934.8179,445880.7059,,,112342.1739,,,,,,36896.38648
BLR,Belarus,2015,359453.8048,400056.6843,,,110683.0371,,,,,,30074.25695
BOL,Bolivia (Plurinational State of),1996,18802.69847,23503.37308,9401.34923,17235.80693,7834.45769,1566.89154,,,,,
BOL,Bolivia (Plurinational State of),1997,16229.67704,20287.0963,21098.58015,15418.19319,8114.83852,,,,,,
BOL,Bolivia (Plurinational State of),1998,16094.87373,19313.84848,21728.07953,14485.38636,8047.43686,804.74369,,,,,
BOL,Bolivia (Plurinational State of),1999,16600.22901,19920.27481,24900.34352,13280.18321,8300.11451,,41500.57253,33200.45802,8300.11451,,
BOL,Bolivia (Plurinational State of),2000,18443.43538,18443.43538,26826.8151,12575.06958,7545.04175,,41078.56063,32695.18091,10060.05566,,
BOL,Bolivia (Plurinational State of),2001,16029.54423,18701.13494,29387.49776,15139.014,9795.83259,,42745.45128,34730.67917,11576.89306,,
BOL,Bolivia (Plurinational State of),2002,13970.64577,17463.30721,27068.12618,16590.14185,12224.31505,,41038.77195,34926.61443,11351.14969,,
BOL,Bolivia (Plurinational State of),2009,4073.16466,40068.32402,20780.87756,1605.78889,1454.40429,10293.68069,60580.93768,20155.9629,5271.95509,,917.44229
BRA,Brazil,2000,7059881.084,8533038.47,188694.4969,,,,,,,,
BRA,Brazil,2001,7412039.518,9273360.533,223248.9519,,,,,,,,
BRA,Brazil,2002,7541377.316,8935962.749,278525.6077,,,,,,,,
BRA,Brazil,2003,8257207.335,9084780.845,330411.8119,,,,,,,,
BRA,Brazil,2004,8997519.594,9163007.916,352963.2306,,,,,,,,
BRA,Brazil,2005,10349453.3,9780513.921,390043.636,,,,,,,,
BRA,Brazil,2006,10403588.65,10843098.69,425672.9394,,,,,,,,
BRA,Brazil,2007,11907097.5,13332956.82,588905.6251,,,,,,,,
BRA,Brazil,2008,13730812.35,14551525.4,614464.8607,,,,,,,,
BRA,Brazil,2009,13121833.84,15067154.38,623222.7757,,,,,,,,
BRA,Brazil,2010,15295054.04,16621031.31,600513.3191,,,72.1424,,,,,
BRA,Brazil,2011,15335929.33,17934233.55,634162.1553,,,67.97751,,,,,
BRA,Brazil,2012,15004807.01,19136387.73,695649.1638,,,,,,,,
BRA,Brazil,2013,15628795.44,22349583.35,754936.4884,,,,,,,,
BRA,Brazil,2014,13978368.11,23620697.56,848897.5499,,,,,,,,
BRN,Brunei Darussalam,2002,338.12455,3486.86781,,,,,,,,,
BRN,Brunei Darussalam,2003,309.42401,4029.30877,,,304.6134,,,,,,
BRN,Brunei Darussalam,2004,152.61166,8769.30067,714.1443,,,,,,,,
BWA,Botswana,2012,4477.49914,56901.89019,9670.09797,571.538,5246.77304,151.68781,,,,,23143.68654
BWA,Botswana,2013,32363.01981,109288.4753,1731.10855,,39649.46254,,,,,,
CAN,Canada,1996,5293553.882,3850158.327,576034.0059,296293.3536,1418566.503,,,,,,
CAN,Canada,1997,5852742.599,3894337.688,635878.1777,305454.5697,1493148.496,,,,,,
CAN,Canada,1998,6199191.703,4114813.582,781325.7252,313541.715,2150963.593,,,,,,
CAN,Canada,1999,6648415.784,4624583.267,947254.3899,319110.5214,2271563.054,,,,,,
CAN,Canada,2000,7513272.253,4904847.906,1046791.157,362507.4436,2917981.265,,,,,,
CAN,Canada,2001,9537649.003,5532279.004,1062197.569,439303.9328,2389124.933,,,,,,
CAN,Canada,2002,9856564.495,6047181.683,1164045.869,510846.1255,1565889.796,,,,,,
CAN,Canada,2003,10133292.02,6330657.163,1391227.763,519467.8105,1759829.725,,,,,,
CAN,Canada,2004,10861707.94,6717578.556,1531737.719,596306.7921,1938199.9,,,,,,
CAN,Canada,2005,11392962.02,7339878.91,1683360.195,645988.4447,2026953.538,,,,,,
CAN,Canada,2006,12340127.57,7502472.34,1729808.12,686115.7387,1868358.698,,,,,,
CAN,Canada,2007,12179167.47,7914727.692,1583605.03,788917.2379,2290910.14,,,,,,
CAN,Canada,2008,12321065.47,8474631.194,1506817.132,822268.4889,1791168.107,,,,,,
CAN,Canada,2009,12166286.45,8664879.482,1686201.693,785673.4445,1773591.218,,,,,,
CAN,Canada,2010,11748915.35,8801654.855,1958016.074,874596.8911,1638640.804,,,,,,
CAN,Canada,2011,12570328.03,8736160.219,1913857.847,929910.7028,1525118.074,,,,,,
CAN,Canada,2012,12375794.13,9006859.193,2448965.818,956928.5726,1489626.846,,,,,,
CAN,Canada,2013,11942388.61,9061491.85,2643684.93,954573.1169,1551692.547,,,,,,
CAN,Canada,2014,11682709.77,8911665.482,2644058.31,954416.8877,1548096.545,,,,,,
CHE,Switzerland,1996,3568293.646,1424140.936,68824.6549,63530.45067,164120.3309,,1590908.369,1707380.862,1990620.788,,
CHE,Switzerland,2000,4120074.904,1382669.205,122903.9294,81004.86253,256980.9432,,1667582.86,2134059.137,2161991.848,,
CHE,Switzerland,2004,5398448.013,1758115.253,118192.6221,62051.12658,404809.7306,,2222021.295,2579553.977,2940041.474,,
CHE,Switzerland,2008,7444497.803,2493555.134,253842.975,75684.05324,649677.2711,,2923547.72,3482805.99,4510903.527,,
CHE,Switzerland,2012,8308273.12,3474704.447,158780.3307,77543.88245,1650576.926,,4157829.126,5557311.576,3954738.005,,
CHL,Chile,2007,334789.0918,306317.342,160526.4273,23292.12904,35970.33054,,,,,,83046.37107
CHL,Chile,2008,448671.3903,346411.6107,176570.0282,20133.38485,34263.88909,,,,,,94705.87602
CHL,Chile,2009,259848.1831,369334.862,134571.5438,16400.46538,183581.6517,,,,,,90167.21334
CHL,Chile,2010,261489.4201,414791.5046,130259.6744,17410.61127,203823.312,,,,,,93552.71484
CHL,Chile,2011,417575.3825,414649.9868,118091.9181,19742.36609,262009.1895,,,,,,130712.1951
CHL,Chile,2012,473695.3467,487448.6702,127749.4218,28929.20886,237697.9232,,,,,,142851.0851
CHL,Chile,2013,528690.7128,593775.1514,180927.5767,12139.4906,231863.5533,,,,,,165642.4897
CHL,Chile,2014,489532.297,678671.965,145657.869,11058.36587,211905.3396,,,,,,176784.5116
CHL,Chile,2015,530077.1647,688903.3734,179780.7923,10216.98751,208300.3555,,,,,,156707.8108
CHN,China,1996,,,,,,,710596.1447,3479955.033,10010136.99,,
CHN,China,1997,,,,,,,964224.4959,4654561.834,12272778.7,,
CHN,China,1998,,,,,,,1037585.996,4466816.675,14248080.73,,488866.0792
CHN,China,1999,,,,,,,1249437.999,5585614.419,18187247.06,,891929.1913
CHN,China,2000,19050876.8,11051362.63,,,888629.7199,,1725995.182,5610481.556,25743928,,1342362.725
CHN,China,2001,,,,,,,2058269.637,6843006.159,29690539.52,,
CHN,China,2002,,,,,,,2757282.225,9217093.833,36132352.84,,
CHN,China,2003,34366877.56,17104704.26,,,1112682.255,,3255598.348,11566918.84,42357689.11,,
CHN,China,2004,46072163.05,18681471.83,,,899465.0589,,4180853.455,14288685.71,51686951.48,,
CHN,China,2005,58215888.23,22876380.29,,,804213.7268,,4650566.247,15365937.32,66819574.02,,
CHN,China,2006,72893325,26087252.58,,,1703069.586,,5475108.121,17734977.7,82354381.35,,
CHN,China,2007,87401915.54,30578716.63,,,1672863.557,,5841933.851,16501141.66,101856080.6,,
CHN,China,2008,104823726.1,34467385.56,,,1810232.168,,6989766.306,18205930.47,120918328.4,,
CHN,China,2009,132943953.7,43378847.25,,,2494261.92,,8632067.115,23339154.84,153329579.3,,
CHN,China,2010,153047342.8,51275235.61,,,2785243.371,,9808656.117,27017211.34,176659793.5,,
CHN,China,2011,183157277.2,53714056.74,,,3314651.448,,11747541.58,29336167.08,206724594.6,,
CHN,China,2012,216344498,63027556.41,,,2848662.431,,14152620.82,32968590.5,245075158.2,,
CHN,China,2013,249255433.5,70524976.42,,,2985642.843,,15651617.71,35793604.13,282671379.5,,
CHN,China,2014,279502331,75056258.96,,,3062280.963,,17469206.54,39819841.47,313300753.6,,
CHN,China,2015,306060301.2,87095649.77,,,3039929.397,,20699349.74,44184661.68,344692852.9,,
COD,Democratic Republic of the Congo,2004,,65358.81524,,,,,,,,,
COD,Democratic Republic of the Congo,2005,,15505.23121,,,,,,,,,
COD,Democratic Republic of the Congo,2006,,17736.15893,,,,,,,,,
COD,Democratic Republic of the Congo,2007,,44077.45587,,,,,,,,,
COD,Democratic Republic of the Congo,2008,,29163.72627,,,,,,,,,
COD,Democratic Republic of the Congo,2009,,28390.18645,,,,,,,,,
COL,Colombia,1996,249480.0319,395039.9126,47086.57884,25084.17442,,,,,,,
COL,Colombia,1997,310290.5496,227546.403,124116.2198,27581.38218,,,,,,,
COL,Colombia,2006,143785.4662,228299.531,156753.9899,34093.67367,20572.5213,,,,,,50914.3216
COL,Colombia,2007,215833.5141,292511.1451,190497.759,41743.63473,22162.91773,,,,,,79917.74392
COL,Colombia,2008,302715.4508,302204.6002,201224.7054,42934.59982,28327.9561,,,,,,83890.63909
COL,Colombia,2009,161811.773,429828.9903,215855.2121,45330.49084,31092.51561,,,,,,75096.50008
COL,Colombia,2010,267389.0926,359051.0139,215262.5577,55976.04782,30933.65026,,,,,,87872.34571
COL,Colombia,2011,348544.2017,417549.7,234587.9646,57199.59073,25001.23803,,,,,,104094.3945
COL,Colombia,2012,450316.9496,426161.0528,274278.2811,48468.51696,36477.31339,,,,,,113323.9676
COL,Colombia,2013,564932.5663,674449.0971,303473.5905,56335.80551,45413.70246,,,,,,160061.4682
COL,Colombia,2014,553626.6982,623169.7151,330501.6257,59805.24477,37652.58886,,,,,,160133.7452
COL,Colombia,2015,541853.1234,699013.0004,279997.4252,52843.24015,39097.20902,,,,,,168504.2641
CPV,Cabo Verde,2011,,2211.42801,,,,,522.12236,72.76912,,1616.76592,
CRI,Costa Rica,2006,,,,,,,7323.4406,117825.2244,1627.43124,70992.69924,
CRI,Costa Rica,2007,,,,,,,7440.81192,82993.67141,21368.48551,71655.55596,
CRI,Costa Rica,2008,71574.84251,100185.1161,,5973.61086,14042.39284,20304.17449,11600.06068,117249.8441,10529.28585,72700.94613,9744.05097
CRI,Costa Rica,2009,81471.97957,150390.6679,,8005.98898,4712.14969,38952.83769,17025.94549,112839.6559,19529.761,134138.2615,12491.0846
CRI,Costa Rica,2012,14143.09624,194673.7389,,1263.73139,28905.39272,126787.1865,12293.93918,69724.76085,37976.67614,245777.7696,12490.50711
CRI,Costa Rica,2013,18872.73411,197899.7538,,1685.45833,27794.94014,133579.3644,17841.66254,78113.98253,25848.27701,258028.3287,17040.23122
CRI,Costa Rica,2014,6129.22606,231749.5131,,2138.10212,5844.14578,166517.9131,12220.75206,65493.27653,51059.23402,283605.6375,21238.48101
CUB,Cuba,1996,131939.6779,147593.538,,,,,,,,,
CUB,Cuba,1997,154887.147,174728.2901,,,8291.60316,58.70455,67593.14896,33796.57448,236576.0214,,
CUB,Cuba,1998,195490.9561,212482.7448,,,18955.66379,,17077.17458,175041.0395,234811.1505,,
CUB,Cuba,1999,163469.5954,240238.015,,,17171.88334,,50505.53924,193604.5671,176769.3874,,
CUB,Cuba,2000,190796.7345,252792.5788,,,32569.24542,,28569.51352,257125.6217,190463.4235,,
CUB,Cuba,2001,214713.4314,341951.0204,,,36794.45204,,59345.89039,290794.8629,243318.1506,,
CUB,Cuba,2002,213724.8766,366293.5386,,,30256.23253,,66949.96135,305137.3239,238187.3625,,
CUB,Cuba,2003,233365.5498,400100.7718,,,33155.76117,,66630.32774,333470.4441,266521.311,,
